timestamp,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1717134554780567285,0.5481353402137756,-0.07335249334573746,9.733030319213867,0.009460698813199997,-0.009338409639894962,-0.002280757762491703
1717134554780666112,0.5601176023483276,-0.020687134936451912,9.735895156860352,0.0097053162753582,-0.00948297418653965,-0.0027103659231215715
1717134554784547436,0.5074822306632996,-0.09963717311620712,9.728094100952148,0.009562761522829533,-0.009398569352924824,-0.0035143098793923855
1717134554794408469,0.4525070786476135,-0.13197018206119537,9.736359596252441,0.009025422856211662,-0.009384541772305965,-0.003614747431129217
1717134554804776525,0.513518750667572,-0.057863008230924606,9.75250244140625,0.009380118921399117,-0.009461327455937862,-0.0034961930941790342
1717134554814646906,0.5756795406341553,-0.0555780827999115,9.763157844543457,0.008952858857810497,-0.009670237079262733,-0.003847997635602951
1717134554823734454,0.5529537200927734,-0.06029001623392105,9.752365112304688,0.00887919869273901,-0.009622066281735897,-0.004573749378323555
1717134554835070513,0.5038822889328003,-0.10918092727661133,9.722006797790527,0.008811133913695812,-0.0095137944445014,-0.005046508274972439
1717134554845580125,0.4823639392852783,-0.11993398517370224,9.720766067504883,0.008150383830070496,-0.009723939932882786,-0.0049197678454220295
1717134554854207131,0.5099139213562012,-0.03979908302426338,9.734659194946289,0.008445722982287407,-0.009828667156398296,-0.005176227539777756
1717134554864458585,0.5565370917320251,-0.07108329236507416,9.754655838012695,0.00792085099965334,-0.009874039329588413,-0.005568565800786018
1717134554874846367,0.5601363182067871,-0.059138018637895584,9.759564399719238,0.007780350744724274,-0.009928718209266663,-0.005835931748151779
1717134554884273198,0.5302125811576843,-0.09014201164245605,9.740133285522461,0.00802851002663374,-0.009753907099366188,-0.006188522092998028
1717134554894719034,0.4811629056930542,-0.10911620408296585,9.713662147521973,0.007355083711445332,-0.009552639909088612,-0.0059784576296806335
1717134554904424583,0.49914589524269104,-0.015755215659737587,9.7192964553833,0.0076155876740813255,-0.009389961138367653,-0.006097953766584396
1717134554914331253,0.5804221630096436,-0.07104989141225815,9.744974136352539,0.00703484145924449,-0.009731153026223183,-0.006526496261358261
1717134554924497366,0.5613231062889099,-0.07470598816871643,9.759413719177246,0.006663833744823933,-0.009734462015330791,-0.0067353458143770695
1717134554934942466,0.4764689803123474,-0.07581460475921631,9.7560453414917,0.006848337594419718,-0.009076260961592197,-0.007107850164175034
1717134554948961909,0.47760239243507385,-0.0995996817946434,9.725777626037598,0.00596492737531662,-0.009082980453968048,-0.0071605960838496685
1717134554956696213,0.5350059866905212,-0.006217897403985262,9.721685409545898,0.00601065531373024,-0.009519754908978939,-0.007003964390605688
1717134554964373810,0.5756383538246155,-0.03744440898299217,9.732087135314941,0.005952868610620499,-0.009549972601234913,-0.007318513933569193
1717134554974473837,0.5278163552284241,-0.12010964751243591,9.745865821838379,0.005167005117982626,-0.009236820042133331,-0.007696518208831549
1717134554984401637,0.5063609480857849,-0.056699350476264954,9.759742736816406,0.005696261767297983,-0.00927189365029335,-0.007846904918551445
1717134554996872195,0.5218676924705505,-0.10339978337287903,9.756855964660645,0.005261892918497324,-0.00946781225502491,-0.0080201905220747
1717134555004341838,0.5385948419570923,-0.043421391397714615,9.735742568969727,0.00471636513248086,-0.009291564114391804,-0.008152869530022144
1717134555014530473,0.5529336333274841,-0.013437059707939625,9.725170135498047,0.0052123586647212505,-0.009143725968897343,-0.00845352653414011
1717134555024287620,0.5337268710136414,-0.10550053417682648,9.701528549194336,0.004375371616333723,-0.008994805626571178,-0.008675768040120602
1717134555035020546,0.5075152516365051,-0.08175453543663025,9.742681503295898,0.004475060384720564,-0.008948625065386295,-0.009078714065253735
1717134555047425122,0.5410855412483215,-0.06775574386119843,9.805198669433594,0.004252785351127386,-0.0093258460983634,-0.00915924459695816
1717134555056446796,0.5147969722747803,-0.041350558400154114,9.798314094543457,0.0038087614811956882,-0.009026475250720978,-0.009270144626498222
1717134555064506196,0.5278738737106323,-0.030333055183291435,9.75271987915039,0.004084001760929823,-0.008282004855573177,-0.009605544619262218
1717134555074352021,0.5600222945213318,-0.1043376699090004,9.703865051269531,0.003217518562451005,-0.008631560951471329,-0.009417383000254631
1717134555084559021,0.5313692688941956,-0.04082905873656273,9.700942993164062,0.0033790392335504293,-0.00862185750156641,-0.009236969985067844
1717134555095292768,0.5027427077293396,-0.06378211081027985,9.741662979125977,0.0031110330019146204,-0.008008688688278198,-0.009217260405421257
1717134555104872198,0.5123732089996338,-0.05323074012994766,9.781387329101562,0.0022736957762390375,-0.008163690567016602,-0.009087275713682175
1717134555114633363,0.5984408259391785,-0.017396699637174606,9.785080909729004,0.002722347155213356,-0.008614452555775642,-0.009362493641674519
1717134555124541436,0.5636893510818481,-0.09742007404565811,9.751983642578125,0.002034227130934596,-0.00797963235527277,-0.009412291459739208
1717134555135279734,0.46323099732398987,-0.06949291378259659,9.697264671325684,0.0017031149473041296,-0.007145277224481106,-0.009435506537556648
1717134555147206153,0.5050954818725586,-0.045663584023714066,9.71298885345459,0.0015745969722047448,-0.007665067911148071,-0.009560249745845795
1717134555155628781,0.5947957038879395,-0.008793553337454796,9.745519638061523,0.00118075602222234,-0.00855108629912138,-0.009383375756442547
1717134555164425108,0.5518292784690857,-0.026938481256365776,9.785125732421875,0.0012854940723627806,-0.007867919281125069,-0.009868335910141468
1717134555174920223,0.5099168419837952,-0.11898348480463028,9.76154899597168,0.0005877454532310367,-0.0071226987056434155,-0.009912652894854546
1717134555184359177,0.486010879278183,-0.06616342067718506,9.741689682006836,0.0008428898290731013,-0.007284689228981733,-0.009802961722016335
1717134555194066961,0.5756007432937622,-0.05291229858994484,9.71391773223877,0.000578161736484617,-0.007630196865648031,-0.010179055854678154
1717134555204640985,0.5564802885055542,-0.06369373202323914,9.717476844787598,-0.00019502179929986596,-0.007466102950274944,-0.010237976908683777
1717134555213845856,0.5135065913200378,-0.02183346264064312,9.73361587524414,8.343431545654312e-05,-0.006682151462882757,-0.01027760561555624
1717134555224632163,0.5338041186332703,-0.08536830544471741,9.742570877075195,-0.0005571001092903316,-0.0067343986593186855,-0.010453134775161743
1717134555240514638,0.5541466474533081,-0.0494874082505703,9.74765682220459,-0.0006484609912149608,-0.006893495097756386,-0.010758884251117706
1717134555246263611,0.5505222082138062,-0.07934175431728363,9.732966423034668,-0.0013009672984480858,-0.006509153172373772,-0.010817774571478367
1717134555255301846,0.524243950843811,-0.040975172072649,9.728598594665527,-0.0018283588578924537,-0.006242919713258743,-0.010899103246629238
1717134555264952050,0.5505437254905701,-0.027831081300973892,9.72984790802002,-0.0017574491212144494,-0.006010599434375763,-0.011333287693560123
1717134555274308478,0.5409557223320007,-0.10570456087589264,9.737552642822266,-0.00282203103415668,-0.0060493797063827515,-0.011060505174100399
1717134555284310589,0.5350526571273804,-0.03996482864022255,9.761018753051758,-0.0029118056409060955,-0.0056912340223789215,-0.0108482101932168
1717134555294550896,0.5469853281974792,-0.029118109494447708,9.746668815612793,-0.0032788680400699377,-0.005179716274142265,-0.010867694392800331
1717134555304305098,0.5361847877502441,-0.05894682556390762,9.728394508361816,-0.003949359524995089,-0.0055351825430989265,-0.010681402869522572
1717134555314206768,0.5540997385978699,-0.0457298569381237,9.717653274536133,-0.003655391978099942,-0.005529905669391155,-0.010892353020608425
1717134555324537913,0.5480990409851074,-0.08642549812793732,9.714882850646973,-0.0044866036623716354,-0.005173973739147186,-0.010793430730700493
1717134555334775070,0.5003682374954224,-0.06383302062749863,9.751282691955566,-0.004653530661016703,-0.004887277260422707,-0.010732187889516354
1717134555350295365,0.5398328304290771,-0.039968717843294144,9.761005401611328,-0.004574845544993877,-0.004880908410996199,-0.01105746254324913
1717134555356761867,0.5672950148582458,-0.07350017875432968,9.75700569152832,-0.005400970112532377,-0.0050259483978152275,-0.010824947617948055
1717134555364510620,0.5397863984107971,-0.02781572937965393,9.728677749633789,-0.005168577656149864,-0.004615342244505882,-0.010640783235430717
1717134555374235396,0.5194010734558105,-0.07794725894927979,9.701828956604004,-0.005680088419467211,-0.004069381859153509,-0.010781803168356419
1717134555384724119,0.519424557685852,-0.07802654057741165,9.71624755859375,-0.006392087787389755,-0.0043726759031414986,-0.010685160756111145
1717134555399567673,0.5625467896461487,-0.02442018873989582,9.761086463928223,-0.00620499299839139,-0.004520149435847998,-0.011224341578781605
1717134555404478999,0.5625213980674744,-0.07591764628887177,9.761802673339844,-0.007143680471926928,-0.004169531632214785,-0.0112850246950984
1717134555414524101,0.5111473202705383,-0.03393165022134781,9.756340026855469,-0.0073121460154652596,-0.0036157697904855013,-0.010985201224684715
1717134555424523888,0.5266923904418945,-0.07476368546485901,9.775134086608887,-0.007832947187125683,-0.003511920338496566,-0.010991383343935013
1717134555434692146,0.5649139285087585,-0.06393175572156906,9.759505271911621,-0.008501728065311909,-0.003667305689305067,-0.010854609310626984
1717134555445389426,0.5266925692558289,-0.03757631033658981,9.763468742370605,-0.00844331830739975,-0.0033121483866125345,-0.011009197682142258
1717134555455796524,0.5529314279556274,-0.09500319510698318,9.749634742736816,-0.009286778047680855,-0.0032196836546063423,-0.011010415852069855
1717134555464697960,0.5433951616287231,-0.04229388386011124,9.747756004333496,-0.009178023785352707,-0.0034901939798146486,-0.011091395281255245
1717134555474501795,0.530223548412323,-0.0805821418762207,9.743828773498535,-0.009455602616071701,-0.0031242184340953827,-0.011121973395347595
1717134555484409308,0.513477623462677,-0.1021096333861351,9.741270065307617,-0.010146421380341053,-0.0027091221418231726,-0.010879524052143097
1717134555494637432,0.5589362978935242,-0.027930382639169693,9.746644973754883,-0.009927768260240555,-0.003106878837570548,-0.011239584535360336
1717134555504368570,0.5947527885437012,-0.07462751120328903,9.740093231201172,-0.010442874394357204,-0.0029925056733191013,-0.011440734378993511
1717134555514516808,0.5003129243850708,-0.06844449788331985,9.718795776367188,-0.010666525922715664,-0.002107831882312894,-0.011336262337863445
1717134555524430903,0.5038855075836182,-0.10679260641336441,9.723231315612793,-0.010876227170228958,-0.002054882701486349,-0.011310781352221966
1717134555535394565,0.5636583566665649,-0.06732497364282608,9.723429679870605,-0.010777070187032223,-0.002588949166238308,-0.011694750748574734
1717134555551607334,0.5660997629165649,-0.05910324677824974,9.752338409423828,-0.010851101018488407,-0.0021820233669131994,-0.011987285688519478
1717134555558023331,0.530200183391571,-0.09129983931779861,9.73291301727295,-0.011439102701842785,-0.0017484850250184536,-0.011656376533210278
1717134555564419269,0.5062978267669678,-0.06488339602947235,9.723618507385254,-0.011067948304116726,-0.0014690585667267442,-0.011691661551594734
1717134555574545105,0.5492933392524719,-0.08042594790458679,9.712532997131348,-0.011493959464132786,-0.0015963459154590964,-0.011782567016780376
1717134555584472364,0.5505078434944153,-0.07689399272203445,9.723377227783203,-0.011736901476979256,-0.0019325597677379847,-0.01176348514854908
1717134555594409201,0.5541286468505859,-0.06862036883831024,9.742671012878418,-0.011376704089343548,-0.0013624628772959113,-0.012175522744655609
1717134555604395172,0.5338181257247925,-0.11060748994350433,9.7591552734375,-0.012153985910117626,-0.0012846660101786256,-0.012108189053833485
1717134555614220358,0.5482224822044373,-0.06764926761388779,9.78475284576416,-0.011922652833163738,-0.0015974845737218857,-0.012143872678279877
1717134555624273786,0.5506243705749512,-0.07128983736038208,9.793122291564941,-0.011903608217835426,-0.001171132898889482,-0.012505020946264267
1717134555634915441,0.5314059257507324,-0.10813134908676147,9.744767189025879,-0.012570533901453018,-0.001009856117889285,-0.012327343225479126
