timestamp,x,y,z
1741333563.3969026,-0.5947295437858001,-62.05840332522396,-0.48398256907652765
1741333563.426909,-0.5944484271159259,-62.058305414187615,-0.484714228752645
1741333563.4668944,-0.5956209087739723,-62.05782740974379,-0.4846448144967457
1741333563.4969118,-0.5960852515519841,-62.05827202469285,-0.4846109453539402
1741333563.531556,-0.5972603032405982,-62.05771156141974,-0.4848079124663043
1741333563.5669022,-0.5982358502920192,-62.058077011823606,-0.4848657268197672
1741333563.5968785,-0.5989820814923795,-62.05900684315434,-0.4849036593597506
1741333563.6269166,-0.6003659705637818,-62.05775710850997,-0.4824876581065829
1741333563.6669493,-0.601812745471077,-62.05827386602047,-0.48253313675533593
1741333563.6969118,-0.6027189629114487,-62.0576031331501,-0.48256069808517704
1741333563.7269447,-0.6035497576566499,-62.05783445853195,-0.4827667817634892
1741333563.7669275,-0.6042117782275453,-62.05754915652165,-0.48280430854915507
1741333563.796941,-0.6045567235160142,-62.05775865262794,-0.4828408154847316
1741333563.8269103,-0.6048690758833901,-62.05848727338434,-0.48412717381515774
1741333563.8669271,-0.6046878791815852,-62.05698688050964,-0.4839337432579041
1741333563.8968918,-0.6046053691136901,-62.05679656548458,-0.48381526926389473
1741333563.931048,-0.6042367314193454,-62.056025439756,-0.48436709410544737
1741333563.9669468,-0.6036487380872458,-62.055935585103015,-0.4842659919700893
1741333563.9969018,-0.6029444597681572,-62.056624465262715,-0.48417750529545267
1741333564.0269067,-0.6014469238940872,-62.05605791408662,-0.48452787208229464
1741333564.0668986,-0.5994000451782692,-62.05750340019917,-0.4845637489652653
1741333564.1012125,-0.5983173786891409,-62.05671665209149,-0.4845627451543592
1741333564.126917,-0.5971760708445812,-62.057073051291134,-0.48476156218095345
1741333564.166954,-0.5952464964001422,-62.058364109195026,-0.48484475230555313
1741333564.196968,-0.5946428631686669,-62.05730100222209,-0.4847193013188338
1741333564.2269056,-0.5934771254847679,-62.05797283536079,-0.4852022227284335
1741333564.2669344,-0.592616961798617,-62.05770897113187,-0.48521282661050125
1741333564.2969031,-0.5915974335671119,-62.05863110239442,-0.4852956075680015
1741333564.3268995,-0.591512129005167,-62.05893928941827,-0.48507209088133907
1741333564.366879,-0.590719053510948,-62.06070674679758,-0.4853141537107618
1741333564.3969615,-0.58996098341005,-62.06262107225886,-0.48553977851053887
1741333564.4268954,-0.591249412138976,-62.06124495163929,-0.48475117018049385
1741333564.4669416,-0.5915239832932362,-62.062284837779764,-0.48479264320947796
1741333564.4969196,-0.5920919711210844,-62.06164446738022,-0.48463596653381436
1741333564.5268943,-0.5925463729453228,-62.06197384477866,-0.4845217012040997
1741333564.566895,-0.5931484648336494,-62.06299380458703,-0.4844187594664405
1741333564.5969017,-0.5939043544802806,-62.061236447511284,-0.48401981864209487
1741333564.6268878,-0.5944987140300063,-62.06137642505257,-0.4844065809314568
1741333564.6668844,-0.5952307075737086,-62.06044928311083,-0.48404584238744774
1741333564.696914,-0.5957940486972632,-62.06045362968267,-0.48380458958174666
1741333564.7270153,-0.5960068730528854,-62.05979216682169,-0.48531708515221883
1741333564.766898,-0.5963017661515274,-62.059803943568674,-0.4850367744677064
1741333564.7996342,-0.5962509893162952,-62.05927315428832,-0.4847737767508782
1741333564.8269744,-0.5961793679189392,-62.059228243237555,-0.4885416996665193
1741333564.8669653,-0.5960296215408313,-62.05990802741216,-0.48830209339638136
1741333564.8968961,-0.5957327035314729,-62.05903846251055,-0.4882402413359466
1741333564.926952,-0.5953926408216541,-62.05939079776883,-0.48792555803564525
