timestamp,x,y,z
1741333410.296922,-0.4025677570165075,-61.72515057366709,-0.4777599438355905
1741333410.3269198,-0.40283300855114507,-61.724146392855786,-0.48310524346257183
1741333410.3668969,-0.4031337687262595,-61.724123457184525,-0.4826548245914958
1741333410.3969114,-0.4031786873155205,-61.72483156590348,-0.4823390658006996
1741333410.4269178,-0.40338586346381866,-61.72365811672385,-0.4831249742115435
1741333410.4668853,-0.4032703847263911,-61.72447592912665,-0.48316448242508636
1741333410.49688,-0.403034488973114,-61.72422387162631,-0.4831657381488027
1741333410.526902,-0.4027721900845028,-61.72495273879088,-0.4833927801994191
1741333410.5668895,-0.40236107956716555,-61.726830009959585,-0.48359056489356167
1741333410.5968983,-0.4012196991907399,-61.726060817294,-0.4837693721094382
1741333410.626921,-0.4003456495864821,-61.72744525097829,-0.4846057712528981
1741333410.6669397,-0.39878699501332593,-61.72821914686943,-0.4848307871668583
1741333410.6968942,-0.3973789014318101,-61.72970909899575,-0.4849802538647452
1741333410.7268965,-0.3966664951797708,-61.72969515158284,-0.4844140070678845
1741333410.7669196,-0.39510902582297636,-61.73105204446528,-0.4843966540581554
1741333410.7968946,-0.3942233404672789,-61.73108916228087,-0.48438905513999014
1741333410.8291137,-0.39304300582958346,-61.73190241637575,-0.4840527389275605
1741333410.8669615,-0.39152065425465366,-61.733548429194045,-0.4839730432627351
1741333410.8968968,-0.39172840699630435,-61.73227858968833,-0.48386638351628
1741333410.926965,-0.39119061035384484,-61.73257129607433,-0.4828993097104186
1741333410.9669213,-0.391775119808682,-61.7318362252039,-0.48267174386557893
1741333410.9969065,-0.3922192306652157,-61.731555161474745,-0.48247793245507875
1741333411.0268893,-0.39262819381287106,-61.731609553241896,-0.4828195801863313
1741333411.0669134,-0.39426845904115804,-61.72927911261775,-0.48242618426387923
1741333411.096902,-0.395247878492301,-61.7285482456472,-0.48216295290599226
1741333411.126897,-0.3961979722949601,-61.72818678402309,-0.4829159391188732
1741333411.1669474,-0.397401709154619,-61.72823619465294,-0.4826808844872574
1741333411.1969066,-0.3982489165146943,-61.728638797004656,-0.4825530836517038
1741333411.2268867,-0.397785830954728,-61.72470668620209,-0.4851294938511661
1741333411.2669272,-0.3982339966721177,-61.724061806559554,-0.4849420336205792
1741333411.2969127,-0.39820443468645456,-61.722844050225405,-0.4847469528053538
1741333411.326882,-0.39822919825675274,-61.72224492811445,-0.48573616605234454
1741333411.3669245,-0.3979901729842415,-61.721573516477314,-0.4857145104750403
1741333411.3968823,-0.39774696064677634,-61.721421882963774,-0.4857914872429219
1741333411.426896,-0.3974661515441223,-61.721638095673995,-0.48660995401736784
1741333411.4669147,-0.39625597882388075,-61.721143517484144,-0.4867877003126099
1741333411.4969044,-0.3953956867080964,-61.72146393587474,-0.48698024771679066
1741333411.5268912,-0.3944360967572605,-61.72214764562449,-0.48683288693824783
1741333411.5669093,-0.3932621034841251,-61.721477604912046,-0.48694022677853305
1741333411.596947,-0.3921867389593078,-61.72212664977919,-0.48708846794038346
1741333411.6269143,-0.3917267983121702,-61.721782263500124,-0.4867463676327818
1741333411.6668983,-0.3905740531009333,-61.72292817789824,-0.4870289524915381
1741333411.6969376,-0.39040177684884303,-61.72288159895058,-0.48737005511143705
1741333411.726946,-0.3896979706676864,-61.72421153535667,-0.4866060795675253
1741333411.7669713,-0.389771112633209,-61.725820250302554,-0.4870946232814082
1741333411.796963,-0.38909205879969827,-61.72856901074837,-0.4876318266324199
1741333411.8268929,-0.38791187536537897,-61.73264827478302,-0.4840857854338683
1741333411.866949,-0.3875766493506398,-61.73623815572194,-0.48493430175427726
1741333411.8969247,-0.3862112251776505,-61.742275692329166,-0.48592794526395433
1741333411.926919,-0.38627305149535157,-61.74667961745886,-0.4783275114910803
1741333411.9669383,-0.3845781754178212,-61.75765295978355,-0.47964023197337696
1741333411.9968956,-0.3857406864115368,-61.76084409328718,-0.4800636730414648
1741333412.0269434,-0.38449362866834597,-61.76897292620145,-0.4782130489783929
1741333412.0668821,-0.38206551232186875,-61.78284561756731,-0.47919081431191207
1741333412.096906,-0.3842968046702668,-61.7857393826318,-0.4788090994306823
1741333412.1268885,-0.38242711380395933,-61.7959636286689,-0.47759126831578713
1741333412.1669142,-0.3828700780720096,-61.80654947193301,-0.4777109676987473
1741333412.1969523,-0.38044415534759213,-61.81851823381167,-0.47780400726446437
1741333412.2269125,-0.37750882455717455,-61.83281137938438,-0.47708746062056856
1741333412.2669375,-0.37793559013879907,-61.84093384017284,-0.47600392048831724
1741333412.2969155,-0.3737739569543761,-61.85491705027606,-0.4755866901873797
1741333412.3268974,-0.37530996274686895,-61.86184069408975,-0.47566617984144915
1741333412.3669462,-0.36878690728961244,-61.88161587752146,-0.4746742047990128
1741333412.3969414,-0.3631542258258899,-61.89946626512744,-0.4743703549367404
1741333412.426917,-0.3624712187793691,-61.90556498977599,-0.47552459420701765
1741333412.466891,-0.35294931479033514,-61.92911107551853,-0.47418736757104013
1741333412.496923,-0.3540891139279795,-61.93682824568818,-0.4723786895441949
1741333412.526936,-0.3462667691847933,-61.95502220480886,-0.475262846347808
1741333412.5669398,-0.3476263355883643,-61.9675609557026,-0.47150064309654766
1741333412.5968826,-0.3397333870153042,-61.98580144411191,-0.4684930290543413
1741333412.6269174,-0.331030492882105,-62.006499916147035,-0.47521792273010566
1741333412.6669495,-0.33044797451025953,-62.01906084540285,-0.4707519925900668
1741333412.6969645,-0.32095743217274975,-62.03924296233168,-0.4676383483648866
1741333412.7268965,-0.3229200877221463,-62.04606434948147,-0.4786928973210562
1741333412.7669396,-0.308726275731416,-62.07085239095505,-0.4741245691133282
1741333412.796897,-0.312410546816041,-62.0789082904762,-0.4710451393328978
1741333412.8269634,-0.30237194565907227,-62.09757294951124,-0.4807773650564185
1741333412.8669577,-0.28756381448576895,-62.125352806937784,-0.47506110187711975
1741333412.8969223,-0.2903974021466795,-62.13041793332137,-0.47106817874969475
1741333412.9269147,-0.27930109001349246,-62.149158748812624,-0.48460551633961957
1741333412.9669137,-0.2806408637133258,-62.16379018843855,-0.47849334430855794
1741333412.9968915,-0.2706261098928975,-62.18266450148517,-0.4736393857964136
1741333413.0269089,-0.26020520438319833,-62.20288704487025,-0.4908778191111897
1741333413.0669012,-0.2612451166804037,-62.21542676689806,-0.4845174081654203
1741333413.0969017,-0.25124085129557133,-62.23371655059802,-0.4794689367012698
1741333413.1269171,-0.2557419056753619,-62.240938647596515,-0.5051675890183309
1741333413.1669328,-0.24358250071157186,-62.26236484071415,-0.4984504722911049
1741333413.1969619,-0.23422365575926912,-62.27895159176086,-0.49314109085653635
1741333413.2268553,-0.24150234038166538,-62.28262764553841,-0.5040655992643203
1741333413.2669604,-0.23134471707222634,-62.30059188145915,-0.4971374369862404
1741333413.2968934,-0.23606804322088623,-62.30610995528262,-0.4943341344273211
1741333413.326891,-0.22998477571934536,-62.31708588896839,-0.5023818892867047
1741333413.3669116,-0.22874129538905572,-62.327902361101145,-0.4977062676885387
